route_name,route_type,stop_number,load_timestamp,stop_name,direction
"F24","Feeder","4","2026-03-30 17:29:27","Sahara Center 1","SMS2 -> QIA3T1"
"X28","Urban","24","2026-03-30 17:29:27","Etihad Museum 1","LLV1 -> DICMS1"
"F08","Feeder","17","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"X28","Urban","5","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"22","Urban","4","2026-03-30 17:29:27","Stadium Metro Bus Stop 1","DCO1 -> AN1T21"
"22","Urban","6","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"53","Urban","24","2026-03-30 17:29:27","International City, China 3-1","GSBS4 -> ICPM1"
"F35","Feeder","27","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F20","Feeder","17","2026-03-30 17:29:27","Emarat, Headquarters","BBMS1 -> BBMS1"
"13","Urban","15","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"13","Urban","27","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F25","Feeder","17","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F35","Feeder","5","2026-03-30 17:29:27","Sheikh Zayed Service Rd, Coral Boutique","MEMS1 -> MEMS1"
"F08","Feeder","6","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F24","Feeder","10","2026-03-30 17:29:27","null","SMS2 -> QIA3T1"
"13","Urban","3","2026-03-30 17:29:27","Al Nakhal 1-1","GSBS9 -> QSDH11"
"BM1","Marine","0","2026-03-30 17:29:27","Marina Walk Marine Transport Station 1","MWWS1 -> MPWS1"
"X28","Urban","19","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"53","Urban","29","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F24","Feeder","6","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F31","Feeder","9","2026-03-30 17:29:27","The Lakes Turnoff 1","TMDBST1 -> DICMSL1"
"22","Urban","14","2026-03-30 17:29:27","Al Nahda, Madina Super Market 1","DCO1 -> AN1T21"
"53","Urban","22","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F25","Feeder","6","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"22","Urban","20","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F25","Feeder","21","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F08","Feeder","0","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F31","Feeder","14","2026-03-30 17:29:27","Al Barsha Heights, Minc Apartments 2","TMDBST1 -> DICMSL1"
"22","Urban","12","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F24","Feeder","9","2026-03-30 17:29:27","null","SMS2 -> QIA3T1"
"F25","Feeder","4","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F31","Feeder","0","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"53","Urban","8","2026-03-30 17:29:27","Nad Al Hamar Grand Masjid 1","ICPM1 -> GSBS4"
"F20","Feeder","18","2026-03-30 17:29:27","Business Bay Metro Bus Stop Seaside","BBMS1 -> BBMS1"
"F24","Feeder","8","2026-03-30 17:29:27","null","SMS2 -> QIA3T1"
"F25","Feeder","16","2026-03-30 17:29:27","Al Quoz, T. Choithram Stores 1","FGBMLS1 -> FGBMLS1"
"X28","Urban","30","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F08","Feeder","3","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"22","Urban","0","2026-03-30 17:29:27","Dubai Courts 1","DCO1 -> AN1T21"
"53","Urban","2","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F28","Feeder","9","2026-03-30 17:29:27","Trade Center Metro Bus Stop","ETMS2 -> ETMS2"
"F18","Feeder","0","2026-03-30 17:29:27","null","OMMST1 -> OMMST1"
"F20","Feeder","16","2026-03-30 17:29:27","Al Wasl, Street 35, Al Ittihad Health Ce","BBMS1 -> BBMS1"
"F24","Feeder","7","2026-03-30 17:29:27","null","SMS2 -> QIA3T1"
"F41","Feeder","18","2026-03-30 17:29:27","Lillian Tower 2","BBMSL1 -> BBMSL1"
"53","Urban","2","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"53","Urban","18","2026-03-30 17:29:27","Ras Al Khor, Comm. Complex 2","GSBS4 -> ICPM1"
"F08","Feeder","4","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"X28","Urban","31","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F08","Feeder","16","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"BM2","Marine","1","2026-03-30 17:29:27","Al Jaddaf Marine Transport Station 1","DFCS1 -> JWTS1"
"13","Urban","13","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F31","Feeder","17","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"F20","Feeder","3","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"X28","Urban","32","2026-03-30 17:29:27","Umm Suqeim, Library 1","LLV1 -> DICMS1"
"X28","Urban","3","2026-03-30 17:29:27","Russian International School 2","LLV1 -> DICMS1"
"F35","Feeder","11","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F24","Feeder","4","2026-03-30 17:29:27","Al Qusais, Public Transport Depot 2","QIA3T1 -> SMS2"
"13","Urban","16","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"X28","Urban","12","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"X28","Urban","6","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"22","Urban","19","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"53","Urban","18","2026-03-30 17:29:27","Clock Tower Roundabout 2","ICPM1 -> GSBS4"
"53","Urban","21","2026-03-30 17:29:27","Union Metro Bus Stop 3-1","ICPM1 -> GSBS4"
"22","Urban","13","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"22","Urban","13","2026-03-30 17:29:27","Al Nahda, Madina Super Market 1","DCCT1 -> AN1T21"
"F08","Feeder","24","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"53","Urban","30","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"X28","Urban","10","2026-03-30 17:29:27","Al Nahda  Metro Bus Stop 2","LLV1 -> DICMS1"
"F28","Feeder","0","2026-03-30 17:29:27","Emirates Tower Metro Bus Stop Seaside","ETMS2 -> ETMS2"
"22","Urban","9","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F35","Feeder","23","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F08","Feeder","13","2026-03-30 17:29:27","Dubai Grand Hotel 1","DFCFC1 -> NTSPS1"
"F25","Feeder","16","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F21","Feeder","16","2026-03-30 17:29:27","Al Nahda, Park 2","ANMS4 -> ANMS4"
"F20","Feeder","17","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"F28","Feeder","5","2026-03-30 17:29:27","null","ETMS2 -> ETMS2"
"F25","Feeder","6","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F08","Feeder","22","2026-03-30 17:29:27","Dubai Festival City, Marks & Spencer 1","NTSPS1 -> DFCFC1"
"F08","Feeder","9","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"53","Urban","27","2026-03-30 17:29:27","International City, Post office 1","GSBS4 -> ICPM1"
"F31","Feeder","18","2026-03-30 17:29:27","Al Barsha Heights, Mashael Building 1","TMDBST1 -> DICMSL1"
"53","Urban","17","2026-03-30 17:29:27","Dnata 2","ICPM1 -> GSBS4"
"13","Urban","14","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"BM1","Marine","2","2026-03-30 17:29:27","null","MWWS1 -> MPWS1"
"F25","Feeder","29","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"53","Urban","22","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"X28","Urban","16","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"BM2","Marine","0","2026-03-30 17:29:27","null","JWTS1 -> DFCS1"
"F21","Feeder","8","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"53","Urban","24","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F24","Feeder","10","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F08","Feeder","21","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"22","Urban","20","2026-03-30 17:29:27","Al Nahda 1, Burj Al Noor 1","DCCT1 -> AN1T21"
"53","Urban","5","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F25","Feeder","19","2026-03-30 17:29:27","Al Quoz, Clinical Pathology Services 1","FGBMLS1 -> QCRMT1"
"13","Urban","18","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"JLT1","Urban","0","2026-03-30 17:29:27","null","DMSL1 -> DMSL1"
"F35","Feeder","8","2026-03-30 17:29:27","Al Barsha, Roots Saloon 2","MEMS1 -> MEMS1"
"F21","Feeder","20","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"13","Urban","5","2026-03-30 17:29:27","Reef Mall 1","GSBS9 -> QSDH11"
"F08","Feeder","18","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F35","Feeder","3","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F31","Feeder","19","2026-03-30 17:29:27","Dubai Internet City Metro Bus Stop Lands","TMDBST1 -> DICMSL1"
"X28","Urban","31","2026-03-30 17:29:27","Umm Suqeim, Dubai Municipality Center 1","LLV1 -> DICMS1"
"22","Urban","15","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"13","Urban","16","2026-03-30 17:29:27","Fortune Plaza Hotel 1","GSBS9 -> QSDH11"
"X28","Urban","23","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"BM1","Marine","2","2026-03-30 17:29:27","Marina Promenade Marine Transport Statio","MWWS1 -> MPWS1"
"22","Urban","22","2026-03-30 17:29:27","Al Nahda 1, Terminus 1","DCO1 -> AN1T21"
"F35","Feeder","31","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F35","Feeder","20","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"BM1","Marine","2","2026-03-30 17:29:27","Marina Terrace Marine Transport Station","MMWS1 -> MTWS1"
"BM1","Marine","1","2026-03-30 17:29:27","null","MMWS1 -> MTWS1"
"22","Urban","6","2026-03-30 17:29:27","Emirates Driving Institute 1","DCCT1 -> AN1T21"
"F31","Feeder","7","2026-03-30 17:29:27","Emirates Hills Turnoff 1","TMDBST1 -> DICMSL1"
"JLT1","Urban","6","2026-03-30 17:29:27","JLT, Saba 1 Tower","DMSL1 -> DMSL1"
"F08","Feeder","7","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F25","Feeder","23","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"22","Urban","7","2026-03-30 17:29:27","Ministry Of Human Resources & Emiratisat","DCCT1 -> AN1T21"
"53","Urban","9","2026-03-30 17:29:27","Dubai Festival City, Marks & Spencer 1","GSBS4 -> ICPM1"
"F20","Feeder","10","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"F25","Feeder","20","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F25","Feeder","10","2026-03-30 17:29:27","7 Up Staff Accommodation 2","FGBMLS1 -> FGBMLS1"
"F21","Feeder","3","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F20","Feeder","15","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"F25","Feeder","7","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"JLT2","Urban","2","2026-03-30 17:29:27","null","JLTMSL -> JLTMSL"
"F35","Feeder","7","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F21","Feeder","7","2026-03-30 17:29:27","Al Nahda, 12 St 2","ANMS4 -> ANMS4"
"F28","Feeder","4","2026-03-30 17:29:27","null","ETMS2 -> ETMS2"
"X28","Urban","8","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F31","Feeder","5","2026-03-30 17:29:27","The Meadows, Entrance gate 8-1","TMDBST1 -> DICMSL1"
"F31","Feeder","18","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"F08","Feeder","9","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F21","Feeder","10","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F41","Feeder","13","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"F08","Feeder","23","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F31","Feeder","8","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"22","Urban","13","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F25","Feeder","10","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F18","Feeder","9","2026-03-30 17:29:27","null","OMMST1 -> OMMST1"
"BM2","Marine","1","2026-03-30 17:29:27","null","DFCS1 -> JWTS1"
"22","Urban","4","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"13","Urban","34","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F41","Feeder","0","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"22","Urban","3","2026-03-30 17:29:27","Stadium Metro Bus Stop 1","DCCT1 -> AN1T21"
"BM1","Marine","1","2026-03-30 17:29:27","Marina Mall Marine Transport Station 1","MWWS1 -> MPWS1"
"13","Urban","5","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"53","Urban","6","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F35","Feeder","14","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"22","Urban","10","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"X28","Urban","8","2026-03-30 17:29:27","Al Khulafaa Al Rashideen Boys School 2","LLV1 -> DICMS1"
"F24","Feeder","9","2026-03-30 17:29:27","Al Qusais Ind Area 3, Atiq Abdullah Flou","SMS2 -> QIA3T1"
"53","Urban","28","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"13","Urban","31","2026-03-30 17:29:27","Muhaisnah 2, Bus Station External 1","GSBS9 -> QSDH11"
"F35","Feeder","1","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F41","Feeder","19","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"F28","Feeder","10","2026-03-30 17:29:27","White Crown Tower","ETMS2 -> ETMS2"
"F08","Feeder","10","2026-03-30 17:29:27","DAFZA","DFCFC1 -> NTSPS1"
"F25","Feeder","7","2026-03-30 17:29:27","Al Quoz Mall 2","FGBMLS1 -> FGBMLS1"
"22","Urban","21","2026-03-30 17:29:27","Al Nahda 1, Terminus 1","DCCT1 -> AN1T21"
"13","Urban","10","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"53","Urban","23","2026-03-30 17:29:27","International City, Morocco 1","GSBS4 -> ICPM1"
"F25","Feeder","16","2026-03-30 17:29:27","Al Quoz, T. Choithram Stores 1","FGBMLS1 -> QCRMT1"
"F31","Feeder","6","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"53","Urban","7","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"13","Urban","33","2026-03-30 17:29:27","Muhaisnah 2, Bu Haleeba Contracting Camp","GSBS9 -> QSDH11"
"F35","Feeder","21","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F20","Feeder","13","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"F35","Feeder","2","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F08","Feeder","20","2026-03-30 17:29:27","Dubai Municipality Garage 1","NTSPS1 -> DFCFC1"
"F21","Feeder","15","2026-03-30 17:29:27","Al Nahda, Park 1","ANMS4 -> ANMS4"
"22","Urban","11","2026-03-30 17:29:27","Dubai Womens College Main Entrance 2","DCO1 -> AN1T21"
"F41","Feeder","8","2026-03-30 17:29:27","Coral Tower 2","BBMSL1 -> BBMSL1"
"13","Urban","35","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"22","Urban","21","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"F28","Feeder","2","2026-03-30 17:29:27","Wasl, Masjid 2","ETMS2 -> ETMS2"
"53","Urban","0","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"53","Urban","30","2026-03-30 17:29:27","International City, Rivera Dreams Apartm","GSBS4 -> ICPM1"
"F18","Feeder","6","2026-03-30 17:29:27","null","OMMST1 -> OMMST1"
"F08","Feeder","20","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F25","Feeder","13","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"X28","Urban","24","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"BM1","Marine","0","2026-03-30 17:29:27","Marina Promenade Marine Transport Statio","MPWS1 -> MTWS1"
"13","Urban","7","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F08","Feeder","12","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"X28","Urban","14","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"F31","Feeder","15","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"F08","Feeder","13","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F21","Feeder","0","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F08","Feeder","24","2026-03-30 17:29:27","Dubai Festival City, Festival Centre 1","NTSPS1 -> DFCFC1"
"F25","Feeder","0","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"22","Urban","21","2026-03-30 17:29:27","Al Nahda 1, Burj Al Noor 1","DCO1 -> AN1T21"
"F28","Feeder","10","2026-03-30 17:29:27","null","ETMS2 -> ETMS2"
"F21","Feeder","12","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F41","Feeder","12","2026-03-30 17:29:27","Clayton Residency 2","BBMSL1 -> BBMSL1"
"F41","Feeder","5","2026-03-30 17:29:27","Burj View central Tower 2","BBMSL1 -> BBMSL1"
"F31","Feeder","1","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"22","Urban","14","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"F25","Feeder","0","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"53","Urban","11","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"13","Urban","39","2026-03-30 17:29:27","Muhaisnah 2, Medical Fitness Centre","GSBS9 -> QSDH11"
"F25","Feeder","3","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F08","Feeder","7","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F20","Feeder","15","2026-03-30 17:29:27","Al Wasl, Street 35A-2","BBMS1 -> BBMS1"
"22","Urban","2","2026-03-30 17:29:27","Al Nahda, Shabab Alahli Club 1","DCCT1 -> AN1T21"
"F25","Feeder","10","2026-03-30 17:29:27","7 Up Staff Accommodation 2","FGBMLS1 -> QCRMT1"
"F24","Feeder","8","2026-03-30 17:29:27","NMC Hospital 2","QIA3T1 -> SMS2"
"X28","Urban","34","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"13","Urban","20","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F25","Feeder","15","2026-03-30 17:29:27","Al Quoz, Emirates Glass 1","FGBMLS1 -> QCRMT1"
"F25","Feeder","17","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"53","Urban","19","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F28","Feeder","7","2026-03-30 17:29:27","Satwa, Post Office","ETMS2 -> ETMS2"
"13","Urban","40","2026-03-30 17:29:27","Muhaisnah 2, Dubai Municipality Staff Ho","GSBS9 -> QSDH11"
"F35","Feeder","27","2026-03-30 17:29:27","Al Barsha, Dubai National School 2","MEMS1 -> MEMS1"
"53","Urban","31","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"X28","Urban","5","2026-03-30 17:29:27","Al Qusais Industrial Area 2","LLV1 -> DICMS1"
"F25","Feeder","7","2026-03-30 17:29:27","Al Quoz Mall 2","FGBMLS1 -> QCRMT1"
"F25","Feeder","20","2026-03-30 17:29:27","Al Quoz, Galaxy Paper Industries","FGBMLS1 -> QCRMT1"
"F21","Feeder","1","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F25","Feeder","18","2026-03-30 17:29:27","Al Quoz, APEX Concrete Factory","FGBMLS1 -> FGBMLS1"
"22","Urban","5","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"JLT1","Urban","6","2026-03-30 17:29:27","null","DMSL1 -> DMSL1"
"JLT1","Urban","2","2026-03-30 17:29:27","null","DMSL1 -> DMSL1"
"F20","Feeder","16","2026-03-30 17:29:27","null","BBMS1 -> BBMS1"
"F25","Feeder","26","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"22","Urban","14","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"JLT1","Urban","5","2026-03-30 17:29:27","null","DMSL1 -> DMSL1"
"F20","Feeder","7","2026-03-30 17:29:27","Al Safa, Street 8B, Private School 1","BBMS1 -> BBMS1"
"F25","Feeder","3","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F08","Feeder","11","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"53","Urban","14","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F41","Feeder","9","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"F08","Feeder","5","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"13","Urban","26","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F24","Feeder","2","2026-03-30 17:29:27","Al Qusais Depot Entrance 2","QIA3T1 -> SMS2"
"F28","Feeder","1","2026-03-30 17:29:27","null","ETMS2 -> ETMS2"
"22","Urban","20","2026-03-30 17:29:27","Al Nahda 1, Zaafranah 1","DCO1 -> AN1T21"
"F25","Feeder","11","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F35","Feeder","18","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F25","Feeder","25","2026-03-30 17:29:27","7 Up Staff Accommodation 2","FGBMLS1 -> FGBMLS1"
"F24","Feeder","7","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F08","Feeder","18","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F35","Feeder","6","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"F25","Feeder","2","2026-03-30 17:29:27","Al Quoz, Pure Water Filling Company 2","FGBMLS1 -> FGBMLS1"
"53","Urban","1","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"13","Urban","3","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"53","Urban","11","2026-03-30 17:29:27","Al Badia, Hillside Village A-1","GSBS4 -> ICPM1"
"X28","Urban","2","2026-03-30 17:29:27","Emirates Housing 1","LLV1 -> DICMS1"
"F35","Feeder","3","2026-03-30 17:29:27","Mall of the Emirates 2-2","MEMS1 -> MEMS1"
"F08","Feeder","6","2026-03-30 17:29:27","null","DFCFC1 -> NTSPS1"
"F31","Feeder","7","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"53","Urban","19","2026-03-30 17:29:27","Dragon Mart 2 External","GSBS4 -> ICPM1"
"53","Urban","7","2026-03-30 17:29:27","null","GSBS4 -> ICPM1"
"F25","Feeder","15","2026-03-30 17:29:27","null","FGBMLS1 -> FGBMLS1"
"F31","Feeder","4","2026-03-30 17:29:27","The Springs, Entrance gate 4-1","TMDBST1 -> DICMSL1"
"F25","Feeder","4","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"13","Urban","1","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"JLT2","Urban","0","2026-03-30 17:29:27","null","JLTMSL -> JLTMSL"
"X28","Urban","29","2026-03-30 17:29:27","Majlis Al Ghoreifa 1","LLV1 -> DICMS1"
"22","Urban","6","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"X28","Urban","21","2026-03-30 17:29:27","Max Metro Bus Stop Seaside","LLV1 -> DICMS1"
"F28","Feeder","1","2026-03-30 17:29:27","Rostamani Tower","ETMS2 -> ETMS2"
"13","Urban","32","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"53","Urban","21","2026-03-30 17:29:27","Dubai Textile City","GSBS4 -> ICPM1"
"22","Urban","5","2026-03-30 17:29:27","null","DCO1 -> AN1T21"
"F18","Feeder","4","2026-03-30 17:29:27","Lamcy Plaza 1","OMMST1 -> OMMST1"
"F35","Feeder","19","2026-03-30 17:29:27","Al Barsha Heights, Mashael Building 1","MEMS1 -> MEMS1"
"BM1","Marine","2","2026-03-30 17:29:27","Marina Mall Marine Transport Station 1","MTWS1 -> MPWS1"
"F08","Feeder","19","2026-03-30 17:29:27","Emirates Metro Bus Stop 1","NTSPS1 -> DFCFC1"
"F31","Feeder","12","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"22","Urban","16","2026-03-30 17:29:27","null","DCCT1 -> AN1T21"
"F08","Feeder","22","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"F21","Feeder","9","2026-03-30 17:29:27","Al Nahda, Motawa Bldg","ANMS4 -> ANMS4"
"F31","Feeder","4","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"X28","Urban","34","2026-03-30 17:29:27","Burj Al Arab Hotel 1","LLV1 -> DICMS1"
"F25","Feeder","20","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F25","Feeder","19","2026-03-30 17:29:27","Al Quoz, Clinical Pathology Services 1","FGBMLS1 -> FGBMLS1"
"F24","Feeder","2","2026-03-30 17:29:27","null","QIA3T1 -> SMS2"
"F31","Feeder","3","2026-03-30 17:29:27","null","TMDBST1 -> DICMSL1"
"13","Urban","4","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"13","Urban","25","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"13","Urban","24","2026-03-30 17:29:27","null","GSBS9 -> QSDH11"
"F25","Feeder","11","2026-03-30 17:29:27","Hilton Jumeria Hotel, Accomodation","FGBMLS1 -> FGBMLS1"
"F24","Feeder","6","2026-03-30 17:29:27","null","SMS2 -> QIA3T1"
"F35","Feeder","6","2026-03-30 17:29:27","Al Barsha, Habtoor House 1","MEMS1 -> MEMS1"
"F25","Feeder","20","2026-03-30 17:29:27","Al Quoz, Galaxy Paper Industries","FGBMLS1 -> FGBMLS1"
"53","Urban","23","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
"F21","Feeder","16","2026-03-30 17:29:27","null","ANMS4 -> ANMS4"
"F25","Feeder","5","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"22","Urban","15","2026-03-30 17:29:27","Al Nahda, Canary Bldg 2","DCCT1 -> AN1T21"
"F25","Feeder","21","2026-03-30 17:29:27","null","FGBMLS1 -> QCRMT1"
"F41","Feeder","2","2026-03-30 17:29:27","null","BBMSL1 -> BBMSL1"
"BM2","Marine","1","2026-03-30 17:29:27","null","JWTS1 -> DFCS1"
"13","Urban","7","2026-03-30 17:29:27","Abu Baker Al Siddique Metro Bus Stop 1","GSBS9 -> QSDH11"
"F35","Feeder","12","2026-03-30 17:29:27","null","MEMS1 -> MEMS1"
"X28","Urban","22","2026-03-30 17:29:27","null","LLV1 -> DICMS1"
"JLT1","Urban","1","2026-03-30 17:29:27","null","DMSL1 -> DMSL1"
"F08","Feeder","13","2026-03-30 17:29:27","null","NTSPS1 -> DFCFC1"
"53","Urban","3","2026-03-30 17:29:27","null","ICPM1 -> GSBS4"
